IP,Subnet,UDP_Packet_Count,TCP_Packet_Count,ICMP_Packet_Count,Amplification_Factor,Attack_Type
192.168.57.205,same,9,21,5,1,Normal
192.168.246.184,same,10,17,7,1,Normal
192.168.31.243,same,7,22,4,1,Normal
192.168.32.143,same,10,26,6,1,Normal
236.83.160.3,different,409,136,53,7,APDoS
153.95.254.86,different,185,18,3,1,DDoS
192.168.145.92,same,6,22,3,1,Normal
192.168.241.239,same,15,25,5,1,Normal
192.168.48.123,same,13,23,4,1,Normal
192.168.4.194,same,8,16,3,1,Normal
42.159.251.179,different,174,309,29,5,APDoS
192.168.67.190,same,16,28,5,1,Normal
229.146.242.212,different,465,11,6,1,DDoS
113.173.203.173,different,326,4,4,1,DoS
192.168.58.222,same,16,12,6,1,Normal
192.168.33.124,same,9,15,5,1,Normal
192.168.78.46,same,10,16,6,1,Normal
242.24.233.16,different,190,19,3,1,DDoS
83.46.123.80,different,125,3,1,1,DoS
192.168.111.153,same,8,17,4,1,Normal
192.168.114.159,same,9,17,3,1,Normal
192.168.208.178,same,13,28,6,1,Normal
155.228.111.58,different,330,5,1,1,DoS
59.160.102.78,different,461,323,64,1,APDoS
192.168.254.143,same,10,23,6,1,Normal
192.168.39.31,same,7,14,6,1,Normal
219.175.164.203,different,981,12,7,1,DDoS
192.168.170.58,same,9,21,3,1,Normal
192.168.22.83,same,11,18,8,1,Normal
192.168.34.103,same,10,14,7,1,Normal
192.168.156.10,same,7,21,6,1,Normal
80.106.43.147,different,58,1,2,11,DrDoS
78.121.243.236,different,24,3,4,33,DrDoS
73.87.102.94,different,498,9,4,1,DoS
192.168.174.143,same,14,15,6,1,Normal
188.164.111.131,different,668,14,2,1,DDoS
192.168.173.80,same,11,19,14,1,Normal
192.168.74.187,same,8,24,5,1,Normal
78.167.52.14,different,30,0,2,31,DrDoS
91.151.132.170,different,663,9,9,1,DDoS
6.73.237.244,different,76,4,1,11,DrDoS
58.84.158.73,different,94,352,86,1,APDoS
192.168.72.168,same,10,21,7,1,Normal
64.4.90.253,different,373,0,4,1,DoS
178.123.206.206,different,762,11,4,1,DDoS
192.168.150.162,same,12,18,4,1,Normal
36.48.178.107,different,57,11,1,1,DDoS
101.244.112.109,different,817,5,7,1,DDoS
192.168.206.55,same,12,17,6,1,Normal
140.26.45.135,different,366,9,1,1,DoS
192.168.99.193,same,13,14,3,1,Normal
192.168.76.59,same,10,17,6,1,Normal
192.168.232.145,same,9,12,4,1,Normal
253.118.79.124,different,874,7,5,1,DDoS
28.237.35.56,different,224,6,3,1,DoS
192.168.170.220,same,8,22,3,1,Normal
192.168.91.51,same,5,24,7,1,Normal
43.155.99.159,different,154,278,98,8,APDoS
49.95.185.123,different,508,14,8,1,DDoS
192.168.113.180,same,6,17,6,1,Normal
79.37.121.152,different,114,1,4,1,DoS
7.233.104.194,different,49,0,3,34,DrDoS
192.168.6.217,same,12,18,7,1,Normal
128.15.162.190,different,18,2,4,14,DrDoS
72.61.130.83,different,428,444,17,7,APDoS
192.168.17.76,same,9,14,6,1,Normal
192.168.176.162,same,10,14,8,1,Normal
192.168.81.105,same,7,20,8,1,Normal
192.168.119.219,same,8,23,2,1,Normal
240.148.30.1,different,510,10,3,1,DDoS
187.66.183.51,different,462,4,1,1,DoS
54.87.167.145,different,310,51,67,5,APDoS
169.147.199.129,different,361,5,7,1,DDoS
192.168.2.95,same,11,21,6,1,Normal
91.183.119.2,different,447,62,33,5,APDoS
87.18.29.49,different,52,3,1,44,DrDoS
192.168.138.78,same,9,18,4,1,Normal
192.168.25.165,same,10,21,1,1,Normal
192.168.69.82,same,11,17,0,1,Normal
192.168.65.80,same,7,15,4,1,Normal
40.154.35.125,different,13,0,4,29,DrDoS
158.174.248.12,different,332,478,97,7,APDoS
14.55.146.86,different,331,6,3,1,DoS
192.168.35.146,same,7,25,8,1,Normal
250.113.95.21,different,301,5,2,1,DoS
53.83.105.41,different,84,3,2,35,DrDoS
192.168.63.201,same,9,20,7,1,Normal
87.73.100.240,different,330,2,0,1,DoS
135.96.193.112,different,479,145,14,9,APDoS
192.168.75.52,same,10,17,6,1,Normal
167.6.215.167,different,849,13,8,1,DDoS
194.1.214.250,different,736,10,9,1,DDoS
201.31.157.15,different,367,2,0,1,DoS
192.168.157.81,same,9,15,6,1,Normal
192.168.219.25,same,12,16,3,1,Normal
152.23.220.242,different,478,272,46,8,APDoS
192.168.162.63,same,16,24,6,1,Normal
205.6.229.67,different,186,421,72,5,APDoS
192.168.7.251,same,8,22,4,1,Normal
192.168.176.238,same,17,24,1,1,Normal
192.168.125.81,same,8,21,7,1,Normal
192.168.106.48,same,9,25,2,1,Normal
166.241.212.75,different,817,8,2,1,DDoS
192.168.206.89,same,16,25,4,1,Normal
14.24.43.121,different,48,3,4,32,DrDoS
65.130.42.50,different,248,8,3,1,DoS
192.168.73.50,same,8,20,4,1,Normal
192.168.138.226,same,15,18,5,1,Normal
219.4.142.215,different,244,331,15,6,APDoS
254.45.101.170,different,97,1,2,1,DoS
192.168.114.163,same,13,20,6,1,Normal
192.168.224.113,same,9,20,4,1,Normal
192.168.132.172,same,12,25,4,1,Normal
192.168.75.209,same,15,25,8,1,Normal
192.168.148.81,same,14,17,4,1,Normal
192.168.218.55,same,18,23,2,1,Normal
192.168.183.63,same,7,17,4,1,Normal
192.168.250.168,same,13,23,5,1,Normal
192.168.172.54,same,12,17,5,1,Normal
253.153.30.99,different,762,4,3,1,DDoS
21.15.178.16,different,451,14,7,1,DDoS
192.168.77.184,same,8,21,5,1,Normal
192.168.93.72,same,7,17,5,1,Normal
192.168.9.47,same,17,21,4,1,Normal
87.113.243.26,different,282,5,3,1,DDoS
192.168.125.57,same,13,19,7,1,Normal
192.168.83.169,same,10,15,3,1,Normal
192.168.137.101,same,8,12,4,1,Normal
192.168.139.163,same,11,28,3,1,Normal
192.168.173.139,same,7,19,7,1,Normal
192.168.193.57,same,10,9,3,1,Normal
192.168.170.176,same,16,20,3,1,Normal
192.168.144.220,same,11,18,4,1,Normal
192.168.229.204,same,8,22,2,1,Normal
192.168.6.106,same,14,24,8,1,Normal
192.168.82.73,same,8,24,1,1,Normal
173.195.46.204,different,98,1,1,26,DrDoS
194.95.212.189,different,312,7,4,1,DoS
192.168.37.149,same,9,18,3,1,Normal
37.100.30.190,different,195,139,15,9,APDoS
119.109.119.130,different,172,334,60,5,APDoS
192.168.227.7,same,13,17,3,1,Normal
177.17.178.129,different,174,76,73,9,APDoS
192.168.13.116,same,13,27,4,1,Normal
181.93.232.84,different,81,3,2,25,DrDoS
192.168.62.250,same,9,24,5,1,Normal
192.168.0.75,same,11,20,4,1,Normal
192.168.30.159,same,14,22,0,1,Normal
192.168.130.91,same,9,16,4,1,Normal
192.168.109.82,same,13,21,4,1,Normal
192.168.39.91,same,16,29,4,1,Normal
192.168.185.18,same,9,22,4,1,Normal
192.168.254.74,same,6,25,4,1,Normal
160.63.238.204,different,25,3,2,9,DrDoS
192.168.4.42,same,13,21,6,1,Normal
40.45.39.62,different,799,6,4,1,DDoS
192.168.141.239,same,13,19,6,1,Normal
192.168.211.58,same,9,22,5,1,Normal
192.168.163.75,same,13,25,8,1,Normal
192.168.180.245,same,15,23,4,1,Normal
192.168.3.66,same,12,25,5,1,Normal
192.168.155.112,same,13,22,4,1,Normal
48.15.177.114,different,456,75,63,9,APDoS
192.168.8.222,same,10,26,7,1,Normal
94.122.30.216,different,64,0,3,18,DrDoS
192.168.116.178,same,12,13,7,1,Normal
192.168.249.171,same,2,23,5,1,Normal
57.77.73.233,different,840,14,9,1,DDoS
192.168.55.10,same,8,19,3,1,Normal
67.139.92.183,different,494,8,3,1,DoS
192.168.149.41,same,6,19,3,1,Normal
192.168.8.135,same,7,15,6,1,Normal
218.136.65.107,different,468,7,4,1,DoS
192.168.127.102,same,11,20,5,1,Normal
192.168.241.156,same,14,23,8,1,Normal
192.168.184.188,same,19,26,2,1,Normal
192.168.105.147,same,14,17,7,1,Normal
192.168.176.9,same,10,19,4,1,Normal
4.128.25.33,different,90,2,1,9,DrDoS
192.168.24.72,same,9,21,10,1,Normal
192.168.165.254,same,14,19,9,1,Normal
192.168.7.54,same,5,24,4,1,Normal
128.213.225.29,different,52,1,3,17,DrDoS
192.168.219.196,same,16,23,3,1,Normal
109.87.199.15,different,100,8,5,1,DDoS
223.173.220.151,different,315,122,86,1,APDoS
192.168.168.65,same,12,15,6,1,Normal
192.168.53.37,same,11,14,7,1,Normal
143.246.61.146,different,55,4,0,49,DrDoS
192.168.242.43,same,13,26,9,1,Normal
187.142.81.102,different,22,4,0,40,DrDoS
48.96.101.171,different,311,0,3,1,DoS
192.168.109.212,same,8,23,3,1,Normal
192.168.149.219,same,13,17,1,1,Normal
179.164.225.239,different,98,9,4,1,DoS
192.168.33.73,same,11,27,7,1,Normal
192.168.98.205,same,8,30,5,1,Normal
165.155.49.55,different,437,4,1,1,DoS
37.249.131.37,different,228,209,54,9,APDoS
192.168.13.54,same,14,18,1,1,Normal
192.168.70.81,same,8,26,1,1,Normal
192.168.246.105,same,16,22,4,1,Normal
192.168.79.32,same,12,21,7,1,Normal
192.168.119.168,same,11,22,1,1,Normal
192.168.176.227,same,13,23,7,1,Normal
192.168.139.2,same,8,25,10,1,Normal
110.69.27.126,different,397,345,60,6,APDoS
192.168.100.169,same,13,21,4,1,Normal
192.168.86.234,same,13,19,4,1,Normal
192.168.100.117,same,4,15,3,1,Normal
192.168.16.45,same,12,29,7,1,Normal
143.148.57.132,different,246,6,2,1,DoS
143.219.129.120,different,746,4,6,1,DDoS
95.159.199.41,different,987,10,0,1,DDoS
83.235.37.42,different,297,214,65,7,APDoS
217.181.21.27,different,56,1,4,12,DrDoS
134.211.154.173,different,72,289,90,4,APDoS
192.168.63.153,same,11,18,3,1,Normal
192.168.195.230,same,11,19,4,1,Normal
199.139.239.207,different,294,142,59,2,APDoS
192.168.205.252,same,13,16,9,1,Normal
110.72.159.180,different,907,4,8,1,DDoS
192.168.180.228,same,8,14,4,1,Normal
192.168.193.214,same,8,17,5,1,Normal
186.187.17.207,different,76,0,0,38,DrDoS
192.168.252.137,same,12,20,2,1,Normal
192.168.170.228,same,12,15,5,1,Normal
192.168.227.114,same,8,24,4,1,Normal
232.60.131.126,different,61,0,3,35,DrDoS
192.168.120.51,same,11,24,6,1,Normal
192.168.26.146,same,7,19,2,1,Normal
123.31.199.183,different,459,13,7,1,DDoS
68.62.81.142,different,972,8,2,1,DDoS
228.150.17.238,different,288,409,83,8,APDoS
169.7.159.81,different,218,4,0,1,DoS
90.47.114.152,different,136,6,3,1,DoS
114.17.207.29,different,764,1,3,1,DDoS
192.168.116.110,same,9,18,4,1,Normal
22.138.84.121,different,281,8,9,1,DDoS
192.168.34.185,same,8,18,7,1,Normal
192.168.149.243,same,11,21,5,1,Normal
233.119.11.176,different,132,480,24,3,APDoS
192.168.186.201,same,7,17,7,1,Normal
253.67.188.90,different,671,4,3,1,DDoS
192.168.205.32,same,15,24,8,1,Normal
248.238.84.159,different,401,8,4,1,DoS
8.75.99.16,different,203,206,15,5,APDoS
174.60.168.18,different,416,7,2,1,DoS
103.67.29.60,different,358,0,3,1,DoS
14.22.175.156,different,171,6,1,1,DoS
192.168.171.102,same,16,16,5,1,Normal
192.168.118.222,same,10,21,4,1,Normal
192.168.73.179,same,11,23,4,1,Normal
192.168.220.126,same,14,20,5,1,Normal
77.232.157.87,different,301,6,4,1,DoS
161.58.19.221,different,206,0,2,1,DDoS
247.223.108.14,different,470,212,68,8,APDoS
192.168.109.134,same,9,16,3,1,Normal
192.168.60.6,same,17,26,11,1,Normal
192.168.196.158,same,7,20,4,1,Normal
206.218.194.49,different,756,12,8,1,DDoS
167.60.182.197,different,947,16,4,1,DDoS
192.168.200.192,same,14,23,7,1,Normal
192.168.179.208,same,11,16,9,1,Normal
192.168.120.31,same,7,23,6,1,Normal
192.168.158.180,same,5,29,4,1,Normal
251.137.217.239,different,420,0,1,1,DoS
192.168.207.204,same,10,19,9,1,Normal
192.168.59.240,same,11,19,5,1,Normal
192.168.31.152,same,6,21,3,1,Normal
227.144.18.95,different,344,4,3,1,DoS
157.59.183.168,different,705,0,8,1,DDoS
249.97.193.104,different,349,5,2,1,DoS
5.238.167.6,different,381,2,3,1,DoS
248.105.149.49,different,227,3,1,1,DoS
192.168.13.64,same,10,20,7,1,Normal
192.168.20.103,same,8,27,5,1,Normal
121.34.188.15,different,99,1,2,33,DrDoS
24.18.173.49,different,605,8,9,1,DDoS
192.168.241.164,same,7,17,6,1,Normal
192.168.6.79,same,12,17,4,1,Normal
49.111.107.60,different,271,399,25,9,APDoS
192.168.187.114,same,7,27,2,1,Normal
192.168.12.88,same,8,20,3,1,Normal
240.176.168.198,different,325,11,4,1,DDoS
192.168.41.189,same,10,18,7,1,Normal
192.168.84.35,same,13,25,5,1,Normal
192.168.167.85,same,9,23,8,1,Normal
192.168.199.78,same,8,21,4,1,Normal
192.168.53.41,same,13,18,5,1,Normal
192.168.36.112,same,9,23,1,1,Normal
210.251.251.161,different,439,330,32,8,APDoS
132.101.162.241,different,252,149,34,4,APDoS
192.168.67.23,same,12,22,4,1,Normal
192.148.224.147,different,268,470,72,2,APDoS
192.168.88.127,same,8,18,5,1,Normal
192.168.253.190,same,8,17,4,1,Normal
124.251.113.84,different,133,2,0,1,DoS
192.168.212.93,same,5,17,6,1,Normal
34.189.236.21,different,329,1,0,1,DoS
134.55.13.178,different,150,229,97,1,APDoS
192.168.105.152,same,12,13,4,1,Normal
192.168.11.239,same,15,14,5,1,Normal
217.151.19.143,different,134,166,85,2,APDoS
247.104.92.41,different,405,118,99,7,APDoS
192.168.138.248,same,7,16,5,1,Normal
192.168.81.49,same,14,29,6,1,Normal
192.168.127.211,same,15,28,5,1,Normal
192.168.109.157,same,9,14,4,1,Normal
192.168.143.193,same,12,15,8,1,Normal
192.168.215.97,same,12,14,4,1,Normal
110.166.159.231,different,23,3,0,31,DrDoS
192.168.42.193,same,10,26,4,1,Normal
192.168.14.230,same,9,13,8,1,Normal
192.168.110.153,same,12,24,7,1,Normal
192.168.147.233,same,10,20,5,1,Normal
192.168.18.119,same,20,18,5,1,Normal
157.88.201.212,different,511,0,4,1,DDoS
192.168.213.124,same,9,23,7,1,Normal
192.168.241.125,same,8,19,6,1,Normal
192.168.192.95,same,10,19,7,1,Normal
192.168.156.144,same,6,12,3,1,Normal
192.168.203.8,same,9,27,6,1,Normal
192.168.163.93,same,18,19,3,1,Normal
192.168.225.66,same,6,28,5,1,Normal
206.81.35.196,different,393,6,4,1,DoS
225.147.132.24,different,276,335,37,5,APDoS
192.168.134.170,same,12,14,5,1,Normal
192.168.135.70,same,10,22,3,1,Normal
192.168.88.65,same,9,19,4,1,Normal
192.168.248.121,same,5,22,1,1,Normal
192.168.229.26,same,11,18,4,1,Normal
6.163.184.161,different,866,8,6,1,DDoS
154.36.204.116,different,578,14,5,1,DDoS
126.43.101.20,different,926,17,7,1,DDoS
192.168.199.51,same,13,15,9,1,Normal
13.95.16.67,different,110,0,4,1,DoS
89.172.55.5,different,406,6,3,1,DoS
192.168.214.208,same,9,13,9,1,Normal
169.45.128.201,different,757,11,7,1,DDoS
73.162.101.99,different,42,1,4,39,DrDoS
84.65.171.26,different,51,4,3,36,DrDoS
22.64.56.11,different,35,2,2,16,DrDoS
56.17.112.5,different,673,13,2,1,DDoS
192.168.254.70,same,5,16,7,1,Normal
192.168.244.173,same,13,18,4,1,Normal
192.168.182.205,same,14,18,6,1,Normal
192.168.220.206,same,8,18,3,1,Normal
73.76.73.127,different,58,0,4,46,DrDoS
192.168.173.150,same,8,24,5,1,Normal
253.17.190.78,different,141,60,33,4,APDoS
192.168.204.97,same,15,19,4,1,Normal
1.125.190.113,different,352,342,95,3,APDoS
192.168.82.225,same,15,15,4,1,Normal
192.168.179.194,same,10,22,4,1,Normal
192.168.8.141,same,11,20,2,1,Normal
192.168.247.191,same,14,19,7,1,Normal
192.168.233.182,same,11,29,6,1,Normal
207.2.45.90,different,896,12,4,1,DDoS
21.89.232.215,different,930,18,8,1,DDoS
192.168.137.214,same,13,11,7,1,Normal
183.37.116.238,different,413,451,85,7,APDoS
192.168.232.157,same,9,24,7,1,Normal
192.168.217.74,same,8,22,4,1,Normal
50.44.86.33,different,324,12,0,1,DDoS
192.168.96.5,same,11,25,11,1,Normal
253.168.243.221,different,37,3,4,23,DrDoS
114.199.24.166,different,170,279,99,3,APDoS
192.168.188.254,same,9,25,5,1,Normal
192.168.250.205,same,10,17,6,1,Normal
103.224.205.120,different,731,2,5,1,DDoS
192.168.52.58,same,13,15,5,1,Normal
192.168.160.232,same,8,20,4,1,Normal
192.168.59.67,same,14,17,3,1,Normal
191.162.199.61,different,14,4,3,29,DrDoS
192.168.215.139,same,6,20,3,1,Normal
188.48.194.7,different,254,406,34,7,APDoS
225.4.223.222,different,272,12,9,1,DDoS
151.61.128.74,different,163,268,63,8,APDoS
192.168.82.192,same,9,16,5,1,Normal
181.194.90.194,different,241,116,90,7,APDoS
192.168.165.40,same,10,17,7,1,Normal
192.168.237.50,same,10,26,5,1,Normal
11.228.69.158,different,793,14,1,1,DDoS
192.168.59.68,same,7,21,2,1,Normal
192.168.155.36,same,5,21,5,1,Normal
192.168.159.110,same,10,19,3,1,Normal
192.168.137.205,same,12,22,5,1,Normal
128.19.4.167,different,880,11,6,1,DDoS
168.144.100.79,different,209,6,2,1,DoS
210.240.55.137,different,155,118,71,6,APDoS
192.168.1.123,same,9,19,8,1,Normal
192.168.131.127,same,8,24,5,1,Normal
158.31.202.20,different,803,15,8,1,DDoS
137.178.102.61,different,49,4,2,20,DrDoS
181.131.150.155,different,408,10,7,1,DDoS
171.164.231.213,different,462,0,2,1,DoS
28.73.132.125,different,361,369,98,1,APDoS
225.216.96.55,different,295,186,98,4,APDoS
207.15.143.13,different,127,5,4,1,DoS
119.168.180.68,different,891,2,4,1,DDoS
192.168.175.208,same,7,24,2,1,Normal
192.168.125.229,same,5,18,3,1,Normal
192.168.138.175,same,8,17,9,1,Normal
192.168.169.23,same,10,29,5,1,Normal
192.168.52.72,same,12,26,2,1,Normal
192.168.1.118,same,11,15,6,1,Normal
126.116.133.102,different,186,3,4,1,DoS
38.195.229.50,different,365,446,51,4,APDoS
192.168.238.140,same,10,25,6,1,Normal
143.236.23.212,different,59,7,8,1,DDoS
192.168.40.168,same,11,18,5,1,Normal
192.168.124.16,same,4,21,1,1,Normal
109.180.221.108,different,30,3,0,16,DrDoS
192.168.230.191,same,16,19,5,1,Normal
192.168.98.178,same,4,22,4,1,Normal
192.168.84.240,same,15,14,7,1,Normal
227.12.56.162,different,964,8,3,1,DDoS
155.172.129.79,different,618,15,5,1,DDoS
38.146.164.127,different,821,8,8,1,DDoS
143.232.228.4,different,267,357,27,9,APDoS
99.181.168.233,different,142,3,4,1,DDoS
192.168.124.151,same,12,17,3,1,Normal
250.64.53.184,different,91,1,1,19,DrDoS
192.168.215.16,same,10,16,4,1,Normal
91.90.210.74,different,349,223,15,5,APDoS
192.168.218.7,same,14,28,1,1,Normal
192.168.219.133,same,5,22,2,1,Normal
125.79.251.222,different,234,14,3,1,DDoS
192.168.202.245,same,10,18,6,1,Normal
192.168.150.140,same,12,22,6,1,Normal
192.168.97.15,same,10,17,5,1,Normal
37.211.188.75,different,803,17,6,1,DDoS
192.168.179.110,same,11,19,9,1,Normal
192.168.229.181,same,8,23,8,1,Normal
47.110.250.250,different,16,4,1,32,DrDoS
192.168.35.29,same,6,12,2,1,Normal
192.168.52.233,same,6,16,4,1,Normal
195.52.146.243,different,331,5,2,1,DoS
192.168.152.114,same,11,15,1,1,Normal
56.7.215.14,different,776,17,7,1,DDoS
192.168.227.17,same,11,18,4,1,Normal
192.168.91.33,same,11,20,8,1,Normal
244.42.125.9,different,63,180,78,8,APDoS
53.40.81.102,different,70,426,48,8,APDoS
192.168.201.186,same,8,14,5,1,Normal
47.13.66.180,different,926,17,5,1,DDoS
17.240.167.196,different,704,0,6,1,DDoS
192.168.70.97,same,7,32,7,1,Normal
192.168.71.147,same,15,22,2,1,Normal
192.168.187.211,same,6,22,3,1,Normal
75.0.199.182,different,147,153,18,4,APDoS
192.168.233.37,same,8,15,5,1,Normal
192.168.65.100,same,13,13,7,1,Normal
192.168.236.253,same,11,17,3,1,Normal
192.168.203.57,same,10,21,3,1,Normal
199.33.55.211,different,35,0,4,46,DrDoS
154.226.58.127,different,517,14,4,1,DDoS
90.147.5.195,different,315,445,31,1,APDoS
192.168.82.252,same,8,17,5,1,Normal
174.161.190.132,different,37,2,0,40,DrDoS
192.168.250.114,same,6,21,6,1,Normal
199.102.130.135,different,58,7,2,1,DDoS
192.168.140.237,same,12,19,4,1,Normal
93.136.32.88,different,468,252,48,2,APDoS
87.152.113.208,different,65,4,1,45,DrDoS
99.58.155.122,different,169,346,75,3,APDoS
40.241.39.197,different,407,9,3,1,DoS
24.168.190.48,different,238,353,56,8,APDoS
245.203.246.8,different,255,1,3,1,DoS
192.168.83.151,same,20,20,11,1,Normal
192.168.48.171,same,3,17,5,1,Normal
186.4.45.98,different,546,5,1,1,DDoS
192.168.0.223,same,7,20,6,1,Normal
192.168.15.42,same,11,18,0,1,Normal
233.165.37.235,different,493,69,96,7,APDoS
192.168.117.178,same,14,27,7,1,Normal
192.168.79.26,same,10,19,9,1,Normal
192.168.119.235,same,7,22,5,1,Normal
192.168.96.71,same,15,20,3,1,Normal
192.168.164.88,same,7,20,7,1,Normal
192.168.210.207,same,11,19,7,1,Normal
192.168.218.163,same,9,20,7,1,Normal
192.168.140.53,same,13,20,6,1,Normal
192.168.80.25,same,10,26,1,1,Normal
165.130.153.226,different,274,1,3,1,DoS
192.168.165.172,same,8,26,6,1,Normal
192.168.172.234,same,12,16,10,1,Normal
241.188.248.185,different,308,278,54,1,APDoS
214.173.10.192,different,397,447,48,3,APDoS
42.202.93.230,different,566,19,5,1,DDoS
192.168.242.115,same,8,18,3,1,Normal
116.51.109.46,different,18,1,2,13,DrDoS
196.176.216.198,different,97,17,6,1,DDoS
102.55.223.99,different,238,4,0,1,DoS
192.168.195.170,same,7,20,2,1,Normal
192.168.193.240,same,7,16,5,1,Normal
31.36.172.102,different,177,5,2,1,DoS
192.168.250.61,same,5,25,9,1,Normal
192.168.188.50,same,14,19,3,1,Normal
192.168.133.16,same,11,18,4,1,Normal
21.254.7.167,different,726,18,2,1,DDoS
90.202.227.163,different,77,2,4,16,DrDoS
192.168.62.154,same,11,16,6,1,Normal
192.168.70.51,same,12,21,3,1,Normal
192.168.81.31,same,12,21,6,1,Normal
25.199.206.171,different,143,7,3,1,DoS
95.99.90.44,different,505,9,9,1,DDoS
77.62.102.244,different,365,2,4,1,DoS
192.168.188.95,same,12,18,10,1,Normal
51.168.35.245,different,473,2,2,1,DoS
192.168.205.45,same,10,32,1,1,Normal
192.168.197.129,same,10,10,8,1,Normal
192.168.79.71,same,12,16,2,1,Normal
224.244.130.118,different,543,8,4,1,DDoS
113.218.233.31,different,364,281,91,6,APDoS
192.168.195.213,same,11,22,5,1,Normal
192.168.57.20,same,12,17,6,1,Normal
192.168.56.110,same,11,18,4,1,Normal
192.168.237.142,same,9,16,6,1,Normal
192.168.96.47,same,4,25,5,1,Normal
192.168.69.49,same,9,22,6,1,Normal
192.168.67.202,same,4,19,6,1,Normal
192.168.171.118,same,8,11,4,1,Normal
148.37.134.117,different,510,6,9,1,DDoS
192.168.117.235,same,10,12,5,1,Normal
192.168.93.246,same,4,21,4,1,Normal
208.131.158.125,different,22,2,2,5,DrDoS
37.241.235.203,different,429,376,23,8,APDoS
192.168.175.254,same,12,21,4,1,Normal
192.168.178.22,same,7,27,3,1,Normal
192.168.196.251,same,8,20,4,1,Normal
192.168.22.111,same,12,20,1,1,Normal
89.57.18.160,different,355,171,81,7,APDoS
99.69.148.117,different,35,0,0,39,DrDoS
192.168.113.194,same,16,24,7,1,Normal
192.168.113.14,same,14,18,4,1,Normal
132.100.135.42,different,354,5,0,1,DoS
192.168.31.143,same,13,15,12,1,Normal
234.92.84.112,different,427,8,1,1,DoS
192.168.249.50,same,16,26,4,1,Normal
192.168.72.191,same,6,24,6,1,Normal
192.168.227.236,same,13,23,8,1,Normal
192.168.31.236,same,9,27,5,1,Normal
192.168.21.5,same,9,19,2,1,Normal
192.168.167.244,same,4,19,5,1,Normal
192.168.215.197,same,12,20,4,1,Normal
192.168.90.98,same,5,23,5,1,Normal
138.114.93.150,different,182,4,3,1,DoS
9.42.3.170,different,370,1,8,1,DDoS
218.145.143.87,different,55,3,1,6,DrDoS
192.168.4.29,same,13,21,7,1,Normal
127.142.165.155,different,262,5,3,1,DoS
192.168.184.19,same,8,20,7,1,Normal
192.168.197.59,same,7,17,8,1,Normal
192.168.66.135,same,9,23,2,1,Normal
